model,train_frac,repeat,n_train,n_test,train_time_s,accuracy,balancedAccuracy,f1,confusion,predictTimeSec,roc_auc
logreg,0.75,1,525000,300000,0.5851876735687256,0.50538,0.5002211980584308,0.6459007474012771,"[[16281, 131736], [16650, 135333]]",0.07015252113342285,0.4995628254845983
dummy,0.75,2,525000,300000,0.01609659194946289,0.49969,0.49960567561789204,0.5061024366968855,"[[73006, 75011], [75082, 76901]]",0.014026165008544922,0.499605675617892
logreg,0.75,2,525000,300000,0.5720126628875732,0.50389,0.4991152220354374,0.6372872764315812,"[[20417, 127600], [21233, 130750]]",0.07408690452575684,0.49771867776362955
dummy,0.75,3,525000,300000,0.020531654357910156,0.5006166666666667,0.5005325042649185,0.5070172263446256,"[[73145, 74872], [74943, 77040]]",0.014176368713378906,0.5005325042649185
logreg,0.75,3,525000,300000,0.5749697685241699,0.50566,0.5003868299389829,0.6482800819641028,"[[15025, 132992], [15310, 136673]]",0.06516790390014648,0.5000647142655642
dummy,0.75,4,525000,300000,0.01669931411743164,0.5010433333333333,0.5009592455124701,0.5074384244558153,"[[73209, 74808], [74879, 77104]]",0.014892578125,0.5009592455124701
logreg,0.75,4,525000,300000,0.5986669063568115,0.5052433333333334,0.5000234645008532,0.6469697005734509,"[[15568, 132449], [15978, 136005]]",0.07080316543579102,0.4995910777110836
dummy,1.0,0,700000,300000,0.02992105484008789,0.49927666666666665,0.49919227003432626,0.5056944010266704,"[[72944, 75073], [75144, 76839]]",0.01584029197692871,0.4991922700343262
logreg,1.0,0,700000,300000,0.6335537433624268,0.5045633333333334,0.4991524154690076,0.6500898135221732,"[[13300, 134717], [13914, 138069]]",0.06835770606994629,0.5011577472042932
dummy,1.0,1,700000,300000,0.02291703224182129,0.5013033333333333,0.5012192909601969,0.5076950920548216,"[[73248, 74769], [74840, 77143]]",0.013799667358398438,0.5012192909601969
logreg,1.0,1,700000,300000,0.6793837547302246,0.5056733333333333,0.5002867181759435,0.650423598964693,"[[13740, 134277], [14021, 137962]]",0.08903861045837402,0.4998688750612821
dummy,1.0,2,700000,300000,0.027716398239135742,0.49969,0.49960567561789204,0.5061024366968855,"[[73006, 75011], [75082, 76901]]",0.01476430892944336,0.499605675617892
logreg,1.0,2,700000,300000,0.6905326843261719,0.5042666666666666,0.49923495689464054,0.6426408819599966,"[[17558, 130459], [18261, 133722]]",0.07910299301147461,0.4978302633097013
dummy,1.0,3,700000,300000,0.020920515060424805,0.5006166666666667,0.5005325042649185,0.5070172263446256,"[[73145, 74872], [74943, 77040]]",0.013845443725585938,0.5005325042649185
logreg,1.0,3,700000,300000,0.6129131317138672,0.5052466666666666,0.4997316323644844,0.6525071757340788,"[[12220, 135797], [12629, 139354]]",0.07928800582885742,0.4992721671311474
dummy,1.0,4,700000,300000,0.037050724029541016,0.5010433333333333,0.5009592455124701,0.5074384244558153,"[[73209, 74808], [74879, 77104]]",0.02587604522705078,0.5009592455124701
logreg,1.0,4,700000,300000,0.7393603324890137,0.50513,0.4998160566525155,0.6486720574767317,"[[14484, 133533], [14928, 137055]]",0.06673002243041992,0.499278485791005
