model,train_frac,repeat,n_train,n_test,train_time_s,accuracy,balancedAccuracy,f1,confusion,predictTimeSec,roc_auc
logreg,0.25,3,87500,150000,0.07301640510559082,0.5016466666666667,0.5001017777114994,0.5665160890012584,"[[26400, 47797], [26956, 48847]]",0.04430580139160156,0.49948028148992485
dummy,0.25,4,87500,150000,0.002105236053466797,0.49959333333333333,0.49954331653802553,0.5045576655247751,"[[36718, 37479], [37582, 38221]]",0.00723576545715332,0.49954331653802553
logreg,0.25,4,87500,150000,0.0676875114440918,0.5004266666666667,0.49880189972518396,0.5682514807218086,"[[25750, 48447], [26489, 49314]]",0.04226541519165039,0.5009452798266559
dummy,0.5,0,175000,150000,0.006487607955932617,0.4982066666666667,0.4981564908957756,0.5031847554173845,"[[36614, 37583], [37686, 38117]]",0.008231878280639648,0.4981564908957756
logreg,0.5,0,175000,150000,0.12860679626464844,0.50504,0.5029636032814344,0.5872994696994964,"[[22929, 51268], [22976, 52827]]",0.03607892990112305,0.5026789560737754
dummy,0.5,1,175000,150000,0.0053937435150146484,0.5020333333333333,0.5019835962739075,0.5069734592714336,"[[36901, 37296], [37399, 38404]]",0.007213115692138672,0.5019835962739075
logreg,0.5,1,175000,150000,0.1663668155670166,0.50178,0.49963377099595413,0.5868160180460107,"[[22198, 51999], [22734, 53069]]",0.03935694694519043,0.5006534470841886
dummy,0.5,2,175000,150000,0.007787942886352539,0.5001266666666667,0.500076711015814,0.5050857078737715,"[[36758, 37439], [37542, 38261]]",0.007877588272094727,0.500076711015814
logreg,0.5,2,175000,150000,0.2011423110961914,0.5044933333333333,0.5022272728294339,0.592854716960461,"[[21560, 52637], [21689, 54114]]",0.04256010055541992,0.5021110564850171
dummy,0.5,3,175000,150000,0.005293607711791992,0.5001666666666666,0.500116715601648,0.5051253110499462,"[[36761, 37436], [37539, 38264]]",0.0070879459381103516,0.500116715601648
logreg,0.5,3,175000,150000,0.1927204132080078,0.5029,0.5009520668268904,0.5813189589825655,"[[23670, 50527], [24038, 51765]]",0.03714728355407715,0.5006723509400778
dummy,0.5,4,175000,150000,0.005678415298461914,0.49959333333333333,0.49954331653802553,0.5045576655247751,"[[36718, 37479], [37582, 38221]]",0.00744318962097168,0.49954331653802553
logreg,0.5,4,175000,150000,0.17424893379211426,0.5013533333333333,0.4990634268603041,0.5910117397461765,"[[21160, 53037], [21760, 54043]]",0.04648947715759277,0.4996275863758833
dummy,0.75,0,262500,150000,0.007904529571533203,0.4982066666666667,0.4981564908957756,0.5031847554173845,"[[36614, 37583], [37686, 38117]]",0.007954597473144531,0.4981564908957756
logreg,0.75,0,262500,150000,0.25623297691345215,0.5039933333333333,0.5014864306602431,0.5998375706594523,"[[19836, 54361], [20040, 55763]]",0.03865790367126465,0.5012357269880682
dummy,0.75,1,262500,150000,0.008183479309082031,0.5020333333333333,0.5019835962739075,0.5069734592714336,"[[36901, 37296], [37399, 38404]]",0.007201194763183594,0.5019835962739075
logreg,0.75,1,262500,150000,0.2529876232147217,0.50378,0.5010207948831517,0.607132866394667,"[[18053, 56144], [18289, 57514]]",0.0388789176940918,0.5013143975173954
dummy,0.75,2,262500,150000,0.008268356323242188,0.5001266666666667,0.500076711015814,0.5050857078737715,"[[36758, 37439], [37542, 38261]]",0.007219552993774414,0.500076711015814
logreg,0.75,2,262500,150000,0.29647302627563477,0.50364,0.5011109985567765,0.6002169290577547,"[[19655, 54542], [19912, 55891]]",0.04471778869628906,0.5004161357916629
dummy,0.75,3,262500,150000,0.008133172988891602,0.5001666666666666,0.500116715601648,0.5051253110499462,"[[36761, 37436], [37539, 38264]]",0.007216215133666992,0.500116715601648
logreg,0.75,3,262500,150000,0.3206932544708252,0.50348,0.5010317891212287,0.5976424064309793,"[[20209, 53988], [20490, 55313]]",0.04881453514099121,0.5007310794500639
dummy,0.75,4,262500,150000,0.007914304733276367,0.49959333333333333,0.49954331653802553,0.5045576655247751,"[[36718, 37479], [37582, 38221]]",0.0072557926177978516,0.49954331653802553
logreg,0.75,4,262500,150000,0.27607154846191406,0.5017933333333333,0.4994640722540384,0.5926022841878594,"[[20917, 53280], [21451, 54352]]",0.03989243507385254,0.5006895089958411
dummy,1.0,0,350000,150000,0.01061105728149414,0.4982066666666667,0.4981564908957756,0.5031847554173845,"[[36614, 37583], [37686, 38117]]",0.00709986686706543,0.4981564908957756
logreg,1.0,0,350000,150000,0.37111377716064453,0.5026666666666667,0.5000227650096147,0.6028619492770597,"[[18778, 55419], [19181, 56622]]",0.04651331901550293,0.5006903476697584
dummy,1.0,1,350000,150000,0.02033519744873047,0.5020333333333333,0.5019835962739075,0.5069734592714336,"[[36901, 37296], [37399, 38404]]",0.011337757110595703,0.5019835962739075
logreg,1.0,1,350000,150000,0.37991976737976074,0.5036866666666666,0.500805951944012,0.6105574823579877,"[[17195, 57002], [17445, 58358]]",0.044902801513671875,0.5018816612999362
dummy,1.0,2,350000,150000,0.011160135269165039,0.5001266666666667,0.500076711015814,0.5050857078737715,"[[36758, 37439], [37542, 38261]]",0.0072095394134521484,0.500076711015814
logreg,1.0,2,350000,150000,0.31020307540893555,0.5038666666666667,0.5010884114342202,0.6077542587282847,"[[17926, 56271], [18149, 57654]]",0.06597733497619629,0.5015486929975437
dummy,1.0,3,350000,150000,0.010468482971191406,0.5001666666666666,0.500116715601648,0.5051253110499462,"[[36761, 37436], [37539, 38264]]",0.007169008255004883,0.500116715601648
logreg,1.0,3,350000,150000,0.3693244457244873,0.50368,0.5009501230485143,0.6061994181433483,"[[18251, 55946], [18502, 57301]]",0.04265713691711426,0.5004593565683999
dummy,1.0,4,350000,150000,0.017254114151000977,0.49959333333333333,0.49954331653802553,0.5045576655247751,"[[36718, 37479], [37582, 38221]]",0.008256912231445312,0.49954331653802553
logreg,1.0,4,350000,150000,0.34144067764282227,0.5016933333333333,0.4989783624424725,0.6041792435844481,"[[18208, 55989], [18757, 57046]]",0.04738736152648926,0.500648379125457
